condition_id,condition_label,dataset,median_ms,ci95_lo,ci95_hi,iqr_ms,min_ms,max_ms,fps,n_runs_kept,cpu_percent_avg,ram_peak_mb,ram_peak_delta_mb,wall_seconds
c1_ali_naive,Ali naïve,stib,60.49354051356204,58.27996801235713,62.90433451067656,4.624366498319432,58.27996801235713,62.90433451067656,16.53069057473682,4,63.2158104962254,947.52768,26.918911999999978,26.11688416299876
c1_ali_naive,Ali naïve,ais,127.89013799920212,126.8976844730787,129.70548152225092,2.8077970491722226,126.8976844730787,129.70548152225092,7.819211204590605,4,64.18174204837005,1386.672128,455.22534399999995,79.01000873703742
c2_ali_optim,Ali optim,stib,5.522389226825908,5.4778420308139175,5.650769511703402,0.1729274808894843,5.4778420308139175,5.650769511703402,181.08104281066184,4,30.63262129878279,972.988416,25.649152000000072,9.532321676029824
c2_ali_optim,Ali optim,ais,15.409203493618406,15.059788012877107,15.678227500757203,0.6184394878800958,15.059788012877107,15.678227500757203,64.89628100596775,4,63.08349578476088,1898.672128,512.528384,36.982731711003
c3_move_fast,MOVE Fast Preview,stib,13.27451248653233,13.008987996727228,13.644309510709718,0.6353215139824897,13.008987996727228,13.644309510709718,75.33233337303732,4,36.468293255069746,989.437952,16.63795200000004,10.310326215985697
c3_move_fast,MOVE Fast Preview,ais,66.99732276319992,66.3924264954403,67.8487150289584,1.4562885335180908,66.3924264954403,67.8487150289584,14.92596955753696,4,58.702714245296995,2617.30304,712.8145919999997,58.344831990019884
c4_columnar,Columnar,stib,22.90364274813328,22.042138502001762,23.558121523819864,1.5159830218181014,22.042138502001762,23.558121523819864,43.661177001265585,4,34.436334685155,1882.222592,892.7887360000001,29.155251544027124
c4_columnar,Columnar,ais,28.568452471517958,27.11343951523304,29.330196004593745,2.216756489360705,27.11343951523304,29.330196004593745,35.00364610218126,4,52.17807582313796,3373.473792,759.4147839999996,41.8949906740454
c5_move_upstream,MOVE upstream,stib,120.41251274058595,118.20399700081907,133.64040898159146,15.436411980772391,118.20399700081907,133.64040898159146,8.304784754009559,4,6.509327910010705,1056.858112,1.196031999999832,43.62969632598106
c5_move_upstream,MOVE upstream,ais,550.3206367575331,537.542691512499,565.957744984189,28.415053471690044,537.542691512499,565.957744984189,1.8171224795274978,4,49.22174258658189,2883.928064,363.47494400000005,180.22523246501805
c6_move_upgrade,MOVE upgrade,stib,7.482172004529275,7.30474348529242,7.794132019625977,0.4893885343335569,7.30474348529242,7.794132019625977,133.65103066257467,4,38.535061737491326,1057.03424,0.1269760000000133,7.7072667489992455
c6_move_upgrade,MOVE upgrade,ais,126.45128450822085,125.84066402632743,127.41607503267005,1.5754110063426197,125.84066402632743,127.41607503267005,7.908183802869855,4,83.66844373776334,2883.97312,0.04096000000026834,46.803786769043654
